day,hr_min,hr_max,rhr,stress_avg,step_goal,steps,moderate_activity_time,vigorous_activity_time,intensity_time_goal,floors_up,floors_down,floors_goal,distance,calories_goal,calories_total,calories_bmr,calories_active,calories_consumed,hydration_goal,hydration_intake,sweat_loss,spo2_avg,spo2_min,rr_waking_avg,rr_max,rr_min,bb_charged,bb_max,bb_min,description
2021-10-16,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-10-17,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-10-18,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-10-19,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-10-20,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-10-21,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-10-22,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-10-23,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-10-24,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-10-25,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-10-26,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-10-27,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-10-28,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-10-29,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-10-30,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-10-31,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-11-01,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-11-02,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-11-03,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-11-04,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-11-05,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-11-06,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-11-07,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-11-08,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-11-09,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-11-10,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-11-11,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-11-12,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-11-13,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-11-14,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-11-15,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-11-16,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-11-17,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-11-18,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-11-19,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-11-20,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-11-21,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-11-22,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-11-23,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-11-24,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-11-25,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-11-26,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-11-27,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-11-28,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-11-29,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-11-30,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-12-01,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-12-02,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-12-03,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-12-04,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-12-05,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-12-06,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-12-07,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-12-08,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-12-09,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-12-10,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-12-11,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-12-12,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-12-13,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-12-14,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-12-15,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-12-16,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-12-17,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-12-18,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-12-19,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-12-20,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-12-21,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-12-22,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-12-23,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-12-24,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-12-25,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-12-26,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-12-27,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-12-28,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-12-29,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-12-30,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2021-12-31,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-01-01,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-01-02,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-01-03,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-01-04,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-01-05,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-01-06,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-01-07,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-01-08,66.0,128.0,60.0,70.0,10000.0,6449.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,18.07808,6.55741,10.0,4.7620000000000005,,1915.0,1667.0,248.0,,2800,,,,,,,,,,,
2022-01-09,55.0,144.0,65.0,63.0,10000.0,8910.0,00:30:00.000000,00:29:00.000000,02:30:00.000000,33.76804,11.49803,10.0,6.892,,3085.0,2023.0,1062.0,,2800,,,,,,,,,,,
2022-01-10,50.0,174.0,66.0,57.0,10000.0,9354.0,00:13:00.000000,00:15:00.000000,02:30:00.000000,6.55938,1.30249,10.0,7.288,,2984.0,2023.0,961.0,,2800,,,,,,,,,,,
2022-01-11,58.0,139.0,66.0,43.0,10000.0,7553.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,11.73425,3.57185,10.0,5.862,,2567.0,2023.0,544.0,,2800,,,,,,,,,,,
2022-01-12,58.0,141.0,68.0,51.0,10000.0,7867.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,19.34744,8.33924,10.0,6.085,,2718.0,2023.0,695.0,,2800,,,,,,,,,,,
2022-01-13,64.0,139.0,72.0,56.0,10000.0,5618.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,14.06988,4.67881,10.0,4.346,,2295.0,1788.0,507.0,,2800,,,,,,,,,,,
2022-01-14,49.0,129.0,63.0,48.0,10000.0,8650.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,7.37467,1.42192,10.0,6.71,,2288.0,1802.0,486.0,,2800,,,,,,,,,,,
2022-01-15,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-01-16,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-01-17,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-01-18,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-01-19,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-01-20,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-01-21,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-01-22,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-01-23,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-01-24,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-01-25,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-01-26,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-01-27,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-01-28,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-01-29,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-01-30,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-01-31,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-02-01,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-02-02,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-02-03,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-02-04,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-02-05,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-02-06,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-02-07,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-02-08,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-02-09,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-02-10,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-02-11,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-02-12,62.0,135.0,72.0,67.0,10000.0,2855.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,10.30807,7.25623,10.0,2.208,,2298.0,2023.0,275.0,,2800,,,,,,,,,,,
2022-02-13,58.0,139.0,66.0,49.0,10000.0,4501.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,13.71982,6.81791,10.0,3.494,,2447.0,2023.0,424.0,,2800,,,,,,,,,,,
2022-02-14,49.0,146.0,72.0,47.0,10000.0,8157.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,4.69488,3.64764,10.0,6.32,,2753.0,2023.0,730.0,,2800,,,,,,,,,,,
2022-02-15,59.0,172.0,69.0,56.0,10000.0,10166.0,00:35:00.000000,00:00:00.000000,02:30:00.000000,7.46129,3.92323,10.0,7.882000000000001,,3106.0,2023.0,1083.0,,2800,,,,,,,,,,,
2022-02-16,52.0,140.0,62.0,42.0,10000.0,6483.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,8.0,3.22408,10.0,5.017,,2567.0,2023.0,544.0,,2800,,,,,,,,,,,
2022-02-17,54.0,151.0,66.0,55.0,10000.0,5086.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,5.38583,2.85039,10.0,3.947,,2517.0,2023.0,494.0,,2800,,,,,,,,,,,
2022-02-18,44.0,151.0,62.0,62.0,10000.0,12202.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,10.0,5.75919,10.0,9.744,,3419.0,2023.0,1396.0,,2800,,,,,,,,,,,
2022-02-19,64.0,144.0,72.0,59.0,10000.0,4853.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,4.0,3.88189,10.0,3.91,,2449.0,2023.0,426.0,,2800,,,,,,,,,,,
2022-02-20,57.0,122.0,66.0,50.0,10000.0,3368.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,5.0,1.95505,10.0,2.646,,2345.0,2023.0,322.0,,2800,,,,,,,,,,,
2022-02-21,46.0,149.0,60.0,42.0,10000.0,8616.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,10.54954,1.43012,10.0,6.719,,2571.0,2023.0,548.0,,2800,,,,,,,,,,,
2022-02-22,57.0,138.0,67.0,52.0,10000.0,7791.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,3.18865,3.39961,10.0,6.057,,2605.0,2023.0,582.0,,2800,,,,,,,,,,,
2022-02-23,48.0,138.0,71.0,56.0,10000.0,8480.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,9.41076,6.7897,10.0,6.559,,2556.0,2023.0,533.0,,2800,,,,,,,,,,,
2022-02-24,58.0,175.0,70.0,60.0,10000.0,11160.0,00:07:00.000000,00:12:00.000000,02:30:00.000000,9.0292,1.3668,10.0,8.632,,2942.0,2023.0,919.0,,2800,,,,,,,,,,,
2022-02-25,58.0,134.0,69.0,51.0,10000.0,7569.0,00:11:00.000000,00:00:00.000000,02:30:00.000000,7.0,2.53346,10.0,5.871,,2759.0,2023.0,736.0,,2800,,,,,,,,,,,
2022-02-26,53.0,147.0,63.0,51.0,10000.0,7249.0,00:40:00.000000,00:00:00.000000,02:30:00.000000,28.0,17.87795,10.0,5.732,,2646.0,2023.0,623.0,,2800,,,,,,,,,,,
2022-02-27,56.0,153.0,64.0,64.0,10000.0,5509.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,20.57513,8.3084,10.0,4.261,,2745.0,2023.0,722.0,,2800,,,,,,,,,,,
2022-02-28,45.0,146.0,57.0,48.0,10000.0,13014.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,9.0,3.09908,10.0,10.128,,2695.0,2023.0,672.0,,2800,,,,,,,,,,,
2022-03-01,53.0,148.0,63.0,64.0,10000.0,6435.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,10.61483,0.0,10.0,4.978,,2538.0,2023.0,515.0,,2800,,,,,,,,,,,
2022-03-02,56.0,157.0,63.0,68.0,10000.0,6424.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,12.06496,4.36909,10.0,4.9750000000000005,,2549.0,2023.0,526.0,,2800,,,,,,,,,,,
2022-03-03,48.0,129.0,57.0,50.0,10000.0,6179.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,8.73688,3.47113,10.0,4.785,,1883.0,1476.0,407.0,,2800,,,,,,,,,,,
2022-03-04,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-03-05,,,,-1.0,10000.0,15.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,0.0,0.0,10.0,0.017,,2024.0,2023.0,1.0,,2800,,,,,,,,,,,
2022-03-06,63.0,120.0,72.0,49.0,10000.0,5652.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,0.0,2.59285,10.0,4.399,,2462.0,2023.0,439.0,,2800,,,,,,,,,,,
2022-03-07,52.0,138.0,62.0,56.0,10000.0,6288.0,00:16:00.000000,00:17:00.000000,02:30:00.000000,2.50951,2.64764,10.0,4.871,,2697.0,2023.0,674.0,,2800,,,,,,,,,,,
2022-03-08,67.0,67.0,,-1.0,10000.0,0.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,0.0,0.0,10.0,0.0,,2023.0,2023.0,0.0,,2800,,,,,,,,,,,
2022-03-09,66.0,119.0,,57.0,10000.0,2503.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,1.38353,0.0,10.0,1.943,,2151.0,2023.0,128.0,,2800,,,,,,,,,,,
2022-03-10,46.0,147.0,66.0,43.0,10000.0,9967.0,00:04:00.000000,00:06:00.000000,02:30:00.000000,17.67159,8.80413,10.0,7.71,,2879.0,2023.0,856.0,,2800,,,,,,,,,,,
2022-03-11,51.0,151.0,60.0,68.0,10000.0,10097.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,17.02034,7.59908,10.0,7.8100000000000005,,3137.0,2023.0,1114.0,,2800,,,,,,,,,,,
2022-03-12,59.0,127.0,67.0,58.0,10000.0,3748.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,4.23491,3.729,10.0,2.899,,2473.0,2023.0,450.0,,2800,,,,,,,,,,,
2022-03-13,65.0,137.0,70.0,77.0,10000.0,9052.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,10.01017,7.97671,10.0,7.039000000000001,,2923.0,2023.0,900.0,,2800,,,,,,,,,,,
2022-03-14,55.0,130.0,75.0,50.0,10000.0,5516.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,3.30249,3.17946,10.0,4.267,,2517.0,2023.0,494.0,,2800,,,,,,,,,,,
2022-03-15,55.0,133.0,62.0,46.0,10000.0,8729.0,00:12:00.000000,00:00:00.000000,02:30:00.000000,3.39797,2.75787,10.0,6.757000000000001,,2595.0,2023.0,572.0,,2800,,,,,,,,,,,
2022-03-16,46.0,145.0,55.0,56.0,10000.0,11293.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,20.63025,7.38714,10.0,8.75,,2706.0,2023.0,683.0,,2800,,,,,,,,,,,
2022-03-17,57.0,142.0,61.0,65.0,10000.0,6304.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,7.0,4.77034,10.0,4.876,,2458.0,2023.0,435.0,,2800,,,,,,,,,,,
2022-03-18,54.0,140.0,70.0,62.0,10000.0,8391.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,4.75787,1.27428,10.0,6.4910000000000005,,2550.0,2023.0,527.0,,2800,,,,,,,,,,,
2022-03-19,56.0,116.0,64.0,41.0,10000.0,668.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,0.0,0.69587,10.0,0.517,,2083.0,2023.0,60.0,,2800,,,,,,,,,,,
2022-03-20,56.0,128.0,69.0,51.0,10000.0,970.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,0.65092,0.0,10.0,0.759,,2170.0,2023.0,147.0,,2800,,,,,,,,,,,
2022-03-21,60.0,152.0,74.0,60.0,10000.0,5481.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,5.15387,1.83399,10.0,4.24,,2409.0,2023.0,386.0,,2800,,,,,,,,,,,
2022-03-22,53.0,133.0,61.0,41.0,10000.0,6575.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,2.13156,0.72933,10.0,5.089,,1298.0,900.0,398.0,,2800,,,,,,,,,,,
2022-03-23,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-03-24,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-03-25,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-03-26,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-03-27,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-03-28,58.0,122.0,71.0,47.0,10000.0,1449.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,0.0,0.0,10.0,1.121,,2147.0,2023.0,124.0,,2800,,,,,,,,,,,
2022-03-29,57.0,126.0,65.0,52.0,10000.0,7090.0,01:03:00.000000,00:00:00.000000,02:30:00.000000,5.00361,3.11056,10.0,5.484,,2455.0,2023.0,432.0,,2800,,,,,,,,,,,
2022-03-30,49.0,134.0,59.0,37.0,10000.0,11175.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,7.25656,1.42913,10.0,8.828,,2780.0,2023.0,757.0,,2800,,,,,,,,,,,
2022-03-31,56.0,137.0,62.0,67.0,10000.0,8920.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,2.09777,2.7792,10.0,6.9,,2739.0,2023.0,716.0,,2800,,,,,,,,,,,
2022-04-01,56.0,162.0,69.0,59.0,10000.0,9643.0,00:05:00.000000,00:05:00.000000,02:30:00.000000,12.43406,4.30774,10.0,7.4590000000000005,,3060.0,2023.0,1037.0,,2800,,,,,,,,,,,
2022-04-02,47.0,142.0,71.0,56.0,10000.0,10521.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,28.0,23.70604,10.0,8.23,,2785.0,2023.0,762.0,,2800,,,,,,,,,,,
2022-04-03,52.0,129.0,59.0,73.0,10000.0,6805.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,7.0,10.1227,10.0,5.264,,2666.0,2023.0,643.0,,2800,,,,,,,,,,,
2022-04-04,,,,-1.0,10000.0,0.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,0.0,0.0,10.0,0.0,,668.0,668.0,0.0,,2800,,,,,,,,,,,
2022-04-05,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-04-06,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-04-07,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-04-08,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-04-09,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2022-04-10,,,,-1.0,10000.0,0.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,0.0,0.0,10.0,0.0,,2023.0,2023.0,0.0,,2800,,,,,,,,,,,
2022-04-11,54.0,133.0,63.0,58.0,10000.0,10516.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,7.49311,3.62139,10.0,8.179,,2984.0,2023.0,961.0,,2800,,,,,,,,,,,
2022-04-12,62.0,136.0,68.0,56.0,10000.0,9432.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,4.74278,1.22211,10.0,7.3260000000000005,,2768.0,2023.0,745.0,,2800,,,,,,,,,,,
