day,hr_min,hr_max,rhr,stress_avg,step_goal,steps,moderate_activity_time,vigorous_activity_time,intensity_time_goal,floors_up,floors_down,floors_goal,distance,calories_goal,calories_total,calories_bmr,calories_active,calories_consumed,hydration_goal,hydration_intake,sweat_loss,spo2_avg,spo2_min,rr_waking_avg,rr_max,rr_min,bb_charged,bb_max,bb_min,description
2023-06-02,59.0,165.0,72.0,75.0,10000.0,18090.0,03:18:00.000000,00:00:00.000000,02:30:00.000000,3.78576,3.47211,10.0,14.117,,3786.0,2017.0,1769.0,,2800,,,,,,,,,,,
2023-06-03,58.0,130.0,69.0,52.0,10000.0,1599.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,0.0,0.7313,10.0,1.2510000000000001,,2463.0,2017.0,446.0,,2800,,,,,,,,,,,
2023-06-04,58.0,146.0,68.0,47.0,10000.0,3809.0,00:21:00.000000,00:00:00.000000,02:30:00.000000,3.0,2.30249,10.0,2.982,,2555.0,2017.0,538.0,,2800,,,,,,,,,,,
2023-06-05,60.0,174.0,65.0,63.0,10000.0,10400.0,01:35:00.000000,00:00:00.000000,02:30:00.000000,5.35302,5.50492,10.0,8.178,,3306.0,2017.0,1289.0,,2800,,,,,,,,,,,
2023-06-06,52.0,172.0,71.0,59.0,10000.0,14928.0,01:52:00.000000,00:00:00.000000,02:30:00.000000,3.69882,1.74278,10.0,12.789,,3365.0,2017.0,1348.0,,2800,,,,,,,,,,,
2023-06-07,59.0,164.0,74.0,64.0,10000.0,14142.0,01:38:00.000000,00:00:00.000000,02:30:00.000000,3.5561,0.0,10.0,11.855,,3194.0,2017.0,1177.0,,2800,,,,,,,,,,,
2023-06-08,68.0,155.0,75.0,79.0,10000.0,14564.0,01:27:00.000000,00:00:00.000000,02:30:00.000000,5.0,4.56726,10.0,11.31,,3809.0,2017.0,1792.0,,2800,,,,,,,,,,,
2023-06-09,75.0,161.0,76.0,80.0,10000.0,11773.0,01:29:00.000000,00:00:00.000000,02:30:00.000000,24.3586,18.87664,10.0,9.472,,5174.0,2017.0,3157.0,,2800,,,,,,,,,,,
2023-06-10,45.0,164.0,91.0,72.0,10000.0,4418.0,01:10:00.000000,00:00:00.000000,02:30:00.000000,4.35892,3.92979,10.0,3.4170000000000003,,1554.0,733.0,821.0,,2800,,,,,,,,,,,
2023-06-11,74.0,120.0,80.0,54.0,10000.0,169.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,0.0,0.0,10.0,0.131,,2118.0,2017.0,101.0,,2800,,,,,,,,,,,
2023-06-12,67.0,171.0,79.0,60.0,10000.0,14417.0,01:45:00.000000,00:00:00.000000,02:30:00.000000,3.0,1.67946,10.0,12.143,,3590.0,2017.0,1573.0,,2800,,,,,,,,,,,
2023-06-13,61.0,179.0,68.0,44.0,10000.0,9952.0,01:14:00.000000,00:00:00.000000,02:30:00.000000,1.48163,0.69226,10.0,8.239,,3052.0,2017.0,1035.0,,2800,,,,,,,,,,,
2023-06-14,56.0,131.0,73.0,58.0,10000.0,9330.0,01:11:00.000000,00:00:00.000000,02:30:00.000000,3.14698,3.95669,10.0,7.2170000000000005,,2756.0,2017.0,739.0,,2800,,,,,,,,,,,
2023-06-15,68.0,174.0,73.0,60.0,10000.0,14213.0,02:03:00.000000,00:00:00.000000,02:30:00.000000,6.50919,5.31168,10.0,12.314,,3189.0,2017.0,1172.0,,2800,,,,,,,,,,,
2023-06-16,65.0,152.0,77.0,50.0,10000.0,10919.0,01:15:00.000000,00:00:00.000000,02:30:00.000000,10.14272,7.52428,10.0,8.888,,2870.0,2017.0,853.0,,2800,,,,,,,,,,,
2023-06-17,57.0,161.0,67.0,40.0,10000.0,12943.0,02:03:00.000000,00:00:00.000000,02:30:00.000000,35.74967,55.06693,10.0,10.269,,2819.0,1704.0,1115.0,,2800,,,,,,,,,,,
2023-06-18,,,,-1.0,10000.0,0.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,0.0,0.0,10.0,0.0,,2017.0,2017.0,0.0,,2800,,,,,,,,,,,
2023-06-19,57.0,176.0,76.0,58.0,10000.0,15327.0,01:30:00.000000,00:00:00.000000,02:30:00.000000,11.20636,9.05512,10.0,13.19,,3310.0,2017.0,1293.0,,2800,,,,,,,,,,,
2023-06-20,58.0,176.0,72.0,58.0,10000.0,13997.0,02:13:00.000000,00:00:00.000000,02:30:00.000000,1.44291,4.02001,10.0,12.223,,3284.0,2017.0,1267.0,,2800,,,,,,,,,,,
2023-06-21,53.0,137.0,71.0,78.0,10000.0,9968.0,00:23:00.000000,00:00:00.000000,02:30:00.000000,3.50459,1.88419,10.0,7.71,,3167.0,2017.0,1150.0,,2800,,,,,,,,,,,
2023-06-22,72.0,177.0,85.0,81.0,10000.0,16279.0,02:32:00.000000,00:00:00.000000,02:30:00.000000,4.00656,4.36549,10.0,13.789,,3531.0,2017.0,1514.0,,2800,,,,,,,,,,,
2023-06-23,62.0,166.0,76.0,67.0,10000.0,12852.0,01:44:00.000000,00:00:00.000000,02:30:00.000000,10.1273,3.3481,10.0,11.283,,3246.0,2017.0,1229.0,,2800,,,,,,,,,,,
2023-06-24,60.0,148.0,80.0,71.0,10000.0,15112.0,02:20:00.000000,00:00:00.000000,02:30:00.000000,14.42717,25.64009,10.0,11.751,,3759.0,2017.0,1742.0,,2800,,,,,,,,,,,
2023-06-25,97.0,135.0,84.0,93.0,10000.0,2153.0,00:14:00.000000,00:00:00.000000,02:30:00.000000,0.0,0.0,10.0,1.665,,2699.0,2017.0,682.0,,2800,,,,,,,,,,,
2023-06-26,49.0,177.0,71.0,35.0,10000.0,19143.0,03:39:00.000000,00:00:00.000000,02:30:00.000000,3.70669,1.75853,10.0,16.247,,3306.0,2017.0,1289.0,,2800,,,,,,,,,,,
2023-06-27,52.0,139.0,75.0,49.0,10000.0,12982.0,01:42:00.000000,00:00:00.000000,02:30:00.000000,4.72966,3.39206,10.0,10.17,,2819.0,2017.0,802.0,,2800,,,,,,,,,,,
2023-06-28,63.0,166.0,78.0,77.0,10000.0,15722.0,02:09:00.000000,00:00:00.000000,02:30:00.000000,6.31791,2.85597,10.0,13.383000000000001,,3190.0,2017.0,1173.0,,2800,,,,,,,,,,,
2023-06-29,64.0,162.0,78.0,60.0,10000.0,14508.0,01:45:00.000000,00:00:00.000000,02:30:00.000000,5.37861,4.50262,10.0,12.359,,3002.0,2017.0,985.0,,2800,,,,,,,,,,,
2023-06-30,56.0,147.0,79.0,75.0,10000.0,7909.0,01:10:00.000000,00:00:00.000000,02:30:00.000000,7.0,7.59416,10.0,6.146,,3132.0,2017.0,1115.0,,2800,,,,,,,,,,,
2023-07-01,42.0,155.0,72.0,73.0,10000.0,16974.0,02:49:00.000000,00:00:00.000000,02:30:00.000000,16.76181,18.92192,10.0,13.153,,4526.0,2017.0,2509.0,,2800,,,,,,,,,,,
2023-07-02,81.0,138.0,87.0,60.0,10000.0,3842.0,00:34:00.000000,00:00:00.000000,02:30:00.000000,6.0,8.08202,10.0,2.977,,1668.0,1091.0,577.0,,2800,,,,,,,,,,,
2023-07-03,,,,-1.0,10000.0,0.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,0.0,0.0,10.0,0.0,,2017.0,2017.0,0.0,,2800,,,,,,,,,,,
2023-07-04,78.0,152.0,85.0,70.0,10000.0,3706.0,01:00:00.000000,00:00:00.000000,02:30:00.000000,2.0,0.77756,10.0,3.245,,2680.0,2017.0,663.0,,2800,,,,,,,,,,,
2023-07-05,69.0,175.0,82.0,42.0,10000.0,9552.0,01:57:00.000000,00:00:00.000000,02:30:00.000000,3.0,1.8855,10.0,8.745000000000001,,3051.0,2017.0,1034.0,,2800,,,,,,,,,,,
2023-07-06,72.0,174.0,87.0,48.0,10000.0,8511.0,01:43:00.000000,00:00:00.000000,02:30:00.000000,2.47539,4.06627,10.0,7.890000000000001,,2720.0,2017.0,703.0,,2800,,,,,,,,,,,
2023-07-07,64.0,174.0,73.0,32.0,10000.0,14293.0,01:36:00.000000,00:00:00.000000,02:30:00.000000,4.65912,5.69783,10.0,12.109,,3046.0,2017.0,1029.0,,2800,,,,,,,,,,,
2023-07-08,71.0,167.0,88.0,84.0,10000.0,21199.0,04:12:00.000000,00:00:00.000000,02:30:00.000000,8.0,7.28904,10.0,16.999,,4168.0,2017.0,2151.0,,2800,,,,,,,,,,,
2023-07-09,77.0,151.0,85.0,76.0,10000.0,11826.0,02:03:00.000000,00:00:00.000000,02:30:00.000000,4.03478,3.36647,10.0,9.441,,3168.0,2017.0,1151.0,,2800,,,,,,,,,,,
2023-07-10,61.0,149.0,68.0,28.0,10000.0,13004.0,01:46:00.000000,00:00:00.000000,02:30:00.000000,7.53379,6.68373,10.0,10.219,,3172.0,2017.0,1155.0,,2800,,,,,,,,,,,
2023-07-11,69.0,125.0,81.0,72.0,10000.0,2116.0,00:30:00.000000,00:00:00.000000,02:30:00.000000,0.0,0.0,10.0,1.637,,2244.0,2017.0,227.0,,2800,,,,,,,,,,,
2023-07-12,68.0,130.0,82.0,68.0,10000.0,2890.0,00:11:00.000000,00:00:00.000000,02:30:00.000000,2.62664,0.93209,10.0,2.235,,2457.0,2017.0,440.0,,2800,,,,,,,,,,,
2023-07-13,60.0,133.0,76.0,40.0,10000.0,13355.0,02:58:00.000000,00:00:00.000000,02:30:00.000000,0.0,0.0,10.0,10.33,,3030.0,2017.0,1013.0,,2800,,,,,,,,,,,
2023-07-14,60.0,185.0,65.0,51.0,10000.0,16463.0,02:31:00.000000,00:00:00.000000,02:30:00.000000,11.0,4.54298,10.0,14.017,,3455.0,2017.0,1438.0,,2800,,,,,,,,,,,
2023-07-15,66.0,155.0,81.0,77.0,10000.0,15904.0,02:33:00.000000,00:00:00.000000,02:30:00.000000,27.25262,18.59186,10.0,12.718,,3813.0,2017.0,1796.0,,2800,,,,,,,,,,,
2023-07-16,67.0,159.0,77.0,66.0,10000.0,10023.0,01:18:00.000000,00:00:00.000000,02:30:00.000000,13.20177,10.69062,10.0,7.753,,3831.0,2017.0,1814.0,,2800,,,,,,,,,,,
2023-07-17,61.0,173.0,67.0,33.0,10000.0,11776.0,02:11:00.000000,00:00:00.000000,02:30:00.000000,3.55938,5.30348,10.0,10.39,,2962.0,2017.0,945.0,,2800,,,,,,,,,,,
2023-07-18,53.0,170.0,68.0,52.0,10000.0,10808.0,02:00:00.000000,00:00:00.000000,02:30:00.000000,7.76476,0.83235,10.0,9.459,,3081.0,2017.0,1064.0,,2800,,,,,,,,,,,
2023-07-19,52.0,126.0,67.0,43.0,10000.0,12137.0,01:37:00.000000,00:00:00.000000,02:30:00.000000,4.36483,3.53871,10.0,9.388,,2784.0,2017.0,767.0,,2800,,,,,,,,,,,
2023-07-20,53.0,136.0,73.0,52.0,10000.0,14398.0,01:49:00.000000,00:00:00.000000,02:30:00.000000,7.01378,5.42093,10.0,11.246,,2907.0,2017.0,890.0,,2800,,,,,,,,,,,
2023-07-21,70.0,173.0,77.0,70.0,10000.0,11335.0,02:20:00.000000,00:00:00.000000,02:30:00.000000,8.09318,4.78839,10.0,10.234,,2881.0,2017.0,864.0,,2800,,,,,,,,,,,
2023-07-22,65.0,157.0,73.0,50.0,10000.0,13825.0,02:18:00.000000,00:00:00.000000,02:30:00.000000,26.43635,20.62697,10.0,10.824,,3217.0,2017.0,1200.0,,2800,,,,,,,,,,,
2023-07-23,77.0,145.0,77.0,67.0,10000.0,4899.0,01:31:00.000000,00:00:00.000000,02:30:00.000000,5.04199,5.25033,10.0,3.944,,2512.0,2017.0,495.0,,2800,,,,,,,,,,,
2023-07-24,62.0,150.0,71.0,36.0,10000.0,11612.0,01:08:00.000000,00:00:00.000000,02:30:00.000000,7.0,3.03543,10.0,9.745000000000001,,3035.0,2017.0,1018.0,,2800,,,,,,,,,,,
2023-07-25,57.0,131.0,73.0,37.0,10000.0,7070.0,00:34:00.000000,00:10:00.000000,02:30:00.000000,1.0,1.24869,10.0,5.469,,2503.0,2017.0,486.0,,2800,,,,,,,,,,,
2023-07-26,62.0,136.0,,35.0,10000.0,5055.0,01:09:00.000000,00:00:00.000000,02:30:00.000000,0.76837,0.74541,10.0,3.91,,993.0,605.0,388.0,,2800,,,,,,,,,,,
2023-07-27,72.0,105.0,85.0,54.0,10000.0,656.0,00:13:00.000000,00:00:00.000000,02:30:00.000000,0.0,0.0,10.0,0.507,,2053.0,2017.0,36.0,,2800,,,,,,,,,,,
2023-07-28,70.0,142.0,76.0,67.0,10000.0,2174.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,1.69948,0.67421,10.0,1.682,,3339.0,2017.0,1322.0,,2800,,,,,,,,,,,
2023-07-29,59.0,138.0,73.0,19.0,10000.0,1345.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,5.0,3.33432,10.0,1.04,,2153.0,2017.0,136.0,,2800,,,,,,,,,,,
2023-07-30,63.0,134.0,76.0,52.0,10000.0,2441.0,00:51:00.000000,00:00:00.000000,02:30:00.000000,5.5561,4.08858,10.0,1.907,,2263.0,2017.0,246.0,,2800,,,,,,,,,,,
2023-07-31,53.0,154.0,70.0,23.0,10000.0,18317.0,02:32:00.000000,00:00:00.000000,02:30:00.000000,9.57776,6.35499,10.0,14.985,,3148.0,2017.0,1131.0,,2800,,,,,,,,,,,
2023-08-01,52.0,149.0,62.0,47.0,10000.0,14061.0,01:47:00.000000,00:00:00.000000,02:30:00.000000,5.0,6.09154,10.0,11.529,,2953.0,2017.0,936.0,,2800,,,,,,,,,,,
2023-08-02,50.0,151.0,72.0,39.0,10000.0,13520.0,02:27:00.000000,00:00:00.000000,02:30:00.000000,6.05807,5.81004,10.0,10.52,,3046.0,2017.0,1029.0,,2800,,,,,,,,,,,
2023-08-03,52.0,150.0,60.0,43.0,10000.0,12196.0,01:41:00.000000,00:00:00.000000,02:30:00.000000,1.3481,0.0,10.0,9.697000000000001,,2927.0,2017.0,910.0,,2800,,,,,,,,,,,
2023-08-04,52.0,168.0,74.0,67.0,10000.0,14360.0,02:16:00.000000,00:00:00.000000,02:30:00.000000,12.18602,9.70702,10.0,11.271,,3249.0,2017.0,1232.0,,2800,,,,,,,,,,,
2023-08-05,61.0,151.0,75.0,63.0,10000.0,11427.0,01:56:00.000000,00:00:00.000000,02:30:00.000000,12.68471,10.59514,10.0,8.947000000000001,,2981.0,2017.0,964.0,,2800,,,,,,,,,,,
2023-08-06,,,,-1.0,10000.0,0.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,0.0,0.0,10.0,0.0,,1911.0,1911.0,0.0,,2800,,,,,,,,,,,
2023-08-07,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2023-08-08,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2023-08-09,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2023-08-10,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2023-08-11,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2023-08-12,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2023-08-13,,,,-1.0,10000.0,0.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,0.0,0.0,10.0,0.0,,2017.0,2017.0,0.0,,2800,,,,,,,,,,,
2023-08-14,66.0,135.0,75.0,49.0,10000.0,6200.0,00:24:00.000000,00:00:00.000000,02:30:00.000000,0.0,0.0,10.0,4.796,,2521.0,2017.0,504.0,,2800,,,,,,,,,,,
2023-08-15,59.0,171.0,74.0,36.0,10000.0,14381.0,01:48:00.000000,00:00:00.000000,02:30:00.000000,13.0,10.64895,10.0,11.697000000000001,,3075.0,2017.0,1058.0,,2800,,,,,,,,,,,
2023-08-16,60.0,151.0,75.0,42.0,10000.0,11910.0,01:44:00.000000,00:00:00.000000,02:30:00.000000,4.00164,3.01969,10.0,9.324,,2769.0,2017.0,752.0,,2800,,,,,,,,,,,
2023-08-17,63.0,140.0,70.0,21.0,10000.0,10852.0,00:59:00.000000,00:00:00.000000,02:30:00.000000,7.0,3.28543,10.0,8.471,,2665.0,2017.0,648.0,,2800,,,,,,,,,,,
2023-08-18,71.0,139.0,75.0,78.0,10000.0,14559.0,01:53:00.000000,00:00:00.000000,02:30:00.000000,5.52789,9.64501,10.0,11.316,,3911.0,2017.0,1894.0,,2800,,,,,,,,,,,
2023-08-19,72.0,149.0,80.0,60.0,10000.0,7538.0,01:34:00.000000,00:00:00.000000,02:30:00.000000,15.28314,15.44193,10.0,5.86,,2853.0,2017.0,836.0,,2800,,,,,,,,,,,
2023-08-20,59.0,139.0,73.0,61.0,10000.0,13807.0,02:56:00.000000,00:00:00.000000,02:30:00.000000,16.0,21.34416,10.0,10.806000000000001,,2964.0,2017.0,947.0,,2800,,,,,,,,,,,
2023-08-21,76.0,130.0,80.0,79.0,10000.0,6573.0,00:39:00.000000,00:00:00.000000,02:30:00.000000,0.0,1.01312,10.0,5.0840000000000005,,2647.0,2017.0,630.0,,2800,,,,,,,,,,,
2023-08-22,57.0,139.0,72.0,55.0,10000.0,8713.0,01:16:00.000000,00:00:00.000000,02:30:00.000000,0.66667,0.0,10.0,6.74,,2940.0,2017.0,923.0,,2800,,,,,,,,,,,
2023-08-23,62.0,152.0,79.0,53.0,10000.0,12268.0,02:00:00.000000,00:00:00.000000,02:30:00.000000,2.79692,3.36024,10.0,9.651,,3024.0,2017.0,1007.0,,2800,,,,,,,,,,,
2023-08-24,58.0,115.0,73.0,53.0,10000.0,4272.0,00:35:00.000000,00:00:00.000000,02:30:00.000000,0.0,0.0,10.0,3.3040000000000003,,1353.0,1057.0,296.0,,2800,,,,,,,,,,,
2023-08-25,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2023-08-26,58.0,158.0,72.0,47.0,10000.0,5520.0,01:41:00.000000,00:00:00.000000,02:30:00.000000,2.07776,2.44554,10.0,4.381,,2925.0,2017.0,908.0,,2800,,,,,,,,,,,
2023-08-27,64.0,169.0,78.0,58.0,10000.0,5878.0,00:52:00.000000,00:00:00.000000,02:30:00.000000,2.12139,1.60958,10.0,5.152,,2534.0,2017.0,517.0,,2800,,,,,,,,,,,
2023-08-28,60.0,141.0,67.0,46.0,10000.0,5411.0,00:10:00.000000,00:00:00.000000,02:30:00.000000,1.61581,2.2395,10.0,4.223,,2524.0,2017.0,507.0,,2800,,,,,,,,,,,
2023-08-29,65.0,130.0,70.0,31.0,10000.0,3152.0,00:35:00.000000,00:00:00.000000,02:30:00.000000,0.0,0.0,10.0,2.539,,2209.0,2017.0,192.0,,2800,,,,,,,,,,,
2023-08-30,72.0,133.0,,63.0,10000.0,3602.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,2.55151,1.3294,10.0,2.786,,1148.0,819.0,329.0,,2800,,,,,,,,,,,
2023-08-31,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2023-09-01,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2023-09-02,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2023-09-03,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2023-09-04,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2023-09-05,62.0,161.0,70.0,35.0,10000.0,10489.0,01:34:00.000000,00:00:00.000000,02:30:00.000000,2.37631,2.13386,10.0,8.113,,2765.0,2017.0,748.0,,2800,,,,,,,,,,,
2023-09-06,60.0,166.0,68.0,33.0,10000.0,9545.0,01:21:00.000000,00:00:00.000000,02:30:00.000000,5.12795,2.94554,10.0,7.404,,2713.0,2017.0,696.0,,2800,,,,,,,,,,,
2023-09-07,56.0,146.0,74.0,56.0,10000.0,15572.0,02:02:00.000000,00:00:00.000000,02:30:00.000000,2.41404,1.3294,10.0,12.122,,3114.0,2017.0,1097.0,,2800,,,,,,,,,,,
2023-09-08,59.0,148.0,67.0,52.0,10000.0,10276.0,01:38:00.000000,00:00:00.000000,02:30:00.000000,2.75164,2.52625,10.0,8.069,,2713.0,2017.0,696.0,,2800,,,,,,,,,,,
2023-09-09,60.0,149.0,69.0,61.0,10000.0,23293.0,04:19:00.000000,00:00:00.000000,02:30:00.000000,24.24738,59.771,10.0,18.327,,3456.0,2017.0,1439.0,,2800,,,,,,,,,,,
2023-09-10,36.0,134.0,67.0,48.0,10000.0,6940.0,01:06:00.000000,00:00:00.000000,02:30:00.000000,0.0,0.0,10.0,5.442,,2742.0,2017.0,725.0,,2800,,,,,,,,,,,
2023-09-11,65.0,121.0,71.0,44.0,10000.0,3435.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,0.0,0.65453,10.0,2.657,,928.0,686.0,242.0,,2800,,,,,,,,,,,
2023-09-12,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2023-09-13,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2023-09-14,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2023-09-15,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2023-09-16,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2023-09-17,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,,,,,,,,,,2800,,,,,,,,,,,
2023-09-18,63.0,137.0,66.0,40.0,10000.0,11311.0,02:16:00.000000,00:00:00.000000,02:30:00.000000,2.46358,0.0,10.0,8.901,,2542.0,2017.0,525.0,,2800,,,,,,,,,,,
2023-09-19,60.0,140.0,66.0,38.0,10000.0,9922.0,00:50:00.000000,00:00:00.000000,02:30:00.000000,2.14895,3.84088,10.0,7.918,,2670.0,2017.0,653.0,,2800,,,,,,,,,,,
2023-09-20,62.0,151.0,67.0,49.0,10000.0,14049.0,01:46:00.000000,00:00:00.000000,02:30:00.000000,13.0,19.23327,10.0,11.226,,3032.0,2017.0,1015.0,,2800,,,,,,,,,,,
2023-09-21,65.0,147.0,79.0,53.0,10000.0,13683.0,02:09:00.000000,00:00:00.000000,02:30:00.000000,11.00066,10.99606,10.0,11.271,,2909.0,2017.0,892.0,,2800,,,,,,,,,,,
2023-09-22,62.0,139.0,71.0,48.0,10000.0,10700.0,01:20:00.000000,00:00:00.000000,02:30:00.000000,5.7231,3.57612,10.0,8.463000000000001,,2633.0,2017.0,616.0,,2800,,,,,,,,,,,
2023-09-23,62.0,129.0,70.0,35.0,10000.0,11274.0,02:24:00.000000,00:00:00.000000,02:30:00.000000,2.34875,2.41207,10.0,8.845,,2596.0,2017.0,579.0,,2800,,,,,,,,,,,
2023-09-24,59.0,160.0,68.0,35.0,10000.0,7599.0,01:25:00.000000,00:00:00.000000,02:30:00.000000,3.0,0.66043,10.0,6.805,,2617.0,2017.0,600.0,,2800,,,,,,,,,,,
2023-09-25,55.0,151.0,63.0,41.0,10000.0,16140.0,01:56:00.000000,00:00:00.000000,02:30:00.000000,4.40092,7.94685,10.0,13.157,,3010.0,2017.0,993.0,,2800,,,,,,,,,,,
2023-09-26,55.0,144.0,67.0,54.0,10000.0,9882.0,00:52:00.000000,00:00:00.000000,02:30:00.000000,0.0,0.0,10.0,7.644,,2859.0,2017.0,842.0,,2800,,,,,,,,,,,
2023-09-27,57.0,159.0,62.0,52.0,10000.0,11363.0,01:39:00.000000,00:00:00.000000,02:30:00.000000,4.40256,4.49114,10.0,8.971,,2876.0,2017.0,859.0,,2800,,,,,,,,,,,
2023-09-28,57.0,141.0,67.0,57.0,10000.0,8982.0,00:17:00.000000,00:00:00.000000,02:30:00.000000,0.0,1.58727,10.0,7.212,,2952.0,2017.0,935.0,,2800,,,,,,,,,,,
2023-09-29,43.0,160.0,63.0,51.0,10000.0,13317.0,00:02:00.000000,00:08:00.000000,02:30:00.000000,0.6601,2.52559,10.0,10.886000000000001,,2966.0,2017.0,949.0,,2800,,,,,,,,,,,
2023-09-30,52.0,155.0,62.0,55.0,10000.0,3187.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,0.0,0.87762,10.0,2.615,,1982.0,1728.0,254.0,,2800,,,,,,,,,,,
2023-10-01,,,,,10000.0,,00:00:00.000000,00:00:00.000000,02:30:00.000000,0.0,0.0,10.0,,,1867.0,1867.0,0.0,,2800,,,,,,,,,,,
2023-10-02,,,,-1.0,10000.0,,00:00:00.000000,00:00:00.000000,02:30:00.000000,0.0,0.0,10.0,,,2017.0,2017.0,0.0,,2800,,,,,,,,,,,
2023-10-03,59.0,130.0,70.0,52.0,10000.0,546.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,0.0,0.0,10.0,0.433,,2073.0,2017.0,56.0,,2800,,,,,,,,,,,
2023-10-04,56.0,141.0,64.0,44.0,10000.0,9767.0,00:21:00.000000,00:00:00.000000,02:30:00.000000,3.22671,1.63911,10.0,7.674,,2831.0,2017.0,814.0,,2800,,,,,,,,,,,
2023-10-05,54.0,134.0,66.0,55.0,10000.0,9104.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,5.0,0.0,10.0,7.09,,2781.0,2017.0,764.0,,2800,,,,,,,,,,,
2023-10-06,54.0,152.0,64.0,57.0,10000.0,10307.0,00:13:00.000000,00:00:00.000000,02:30:00.000000,1.79823,0.0,10.0,7.973,,2772.0,2017.0,755.0,,2800,,,,,,,,,,,
2023-10-07,62.0,144.0,73.0,57.0,10000.0,7584.0,01:07:00.000000,00:00:00.000000,02:30:00.000000,6.39961,2.46227,10.0,6.726,,2730.0,2017.0,713.0,,2800,,,,,,,,,,,
2023-10-08,59.0,153.0,70.0,32.0,10000.0,2673.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,1.0,2.14567,10.0,2.572,,2191.0,2017.0,174.0,,2800,,,,,,,,,,,
2023-10-09,48.0,141.0,63.0,49.0,10000.0,9568.0,00:49:00.000000,00:00:00.000000,02:30:00.000000,2.35105,0.0,10.0,7.401,,2674.0,2017.0,657.0,,2800,,,,,,,,,,,
2023-10-10,52.0,157.0,70.0,50.0,10000.0,13046.0,00:00:00.000000,00:00:00.000000,02:30:00.000000,7.46555,5.50919,10.0,10.229000000000001,,3065.0,2017.0,1048.0,,2800,,,,,,,,,,,
2023-10-11,57.0,134.0,73.0,69.0,10000.0,15607.0,00:42:00.000000,00:00:00.000000,02:30:00.000000,6.40846,3.28215,10.0,12.086,,2802.0,2017.0,785.0,,2800,,,,,,,,,,,
2023-10-12,58.0,133.0,75.0,56.0,10000.0,12552.0,01:40:00.000000,00:00:00.000000,02:30:00.000000,3.0,1.98031,10.0,9.788,,2847.0,2017.0,830.0,,2800,,,,,,,,,,,
2023-10-13,61.0,148.0,73.0,58.0,10000.0,12202.0,01:36:00.000000,00:00:00.000000,02:30:00.000000,7.0,0.96588,10.0,9.438,,3018.0,2017.0,1001.0,,2800,,,,,,,,,,,
2023-10-14,58.0,157.0,65.0,46.0,10000.0,14280.0,03:20:00.000000,00:00:00.000000,02:30:00.000000,0.69783,1.28871,10.0,11.046,,3309.0,2017.0,1292.0,,2800,,,,,,,,,,,
2023-10-15,,,,-1.0,10000.0,,00:00:00.000000,00:00:00.000000,02:30:00.000000,0.0,0.0,10.0,,,2017.0,2017.0,0.0,,2800,,,,,,,,,,,
