day,hr_avg,hr_min,hr_max,rhr_avg,rhr_min,rhr_max,inactive_hr_avg,inactive_hr_min,inactive_hr_max,weight_avg,weight_min,weight_max,intensity_time,moderate_activity_time,vigorous_activity_time,intensity_time_goal,steps,steps_goal,floors,floors_goal,sleep_avg,sleep_min,sleep_max,rem_sleep_avg,rem_sleep_min,rem_sleep_max,stress_avg,calories_avg,calories_bmr_avg,calories_active_avg,calories_goal,calories_consumed_avg,activities,activities_calories,activities_distance,hydration_goal,hydration_avg,hydration_intake,sweat_loss_avg,sweat_loss,spo2_avg,spo2_min,rr_waking_avg,rr_max,rr_min,bb_max,bb_min
2023-01-09,92.45935960591133,53.0,174.0,67.0,67.0,67.0,83.58823529411765,68.0,113.0,,,,00:15:00.000000,00:09:00.000000,00:03:00.000000,00:21:25,13312.0,10000,5.68307,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,51.0,3164,2017,1147,,,,,,2800,,,,,,,,,,,
2023-01-10,88.45217391304348,58.0,135.0,75.0,75.0,75.0,87.64285714285714,74.0,119.0,,,,01:08:00.000000,01:08:00.000000,00:00:00.000000,00:21:25,12346.0,10000,7.27264,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,54.0,2808,2017,791,,,,,,2800,,,,,,,,,,,
2023-01-11,87.55882352941177,59.0,139.0,66.0,66.0,66.0,88.7,70.0,114.0,,,,01:34:00.000000,01:34:00.000000,00:00:00.000000,00:21:25,11265.0,10000,5.2582,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,52.0,2665,2017,648,,,,,,2800,,,,,,,,,,,
2023-01-12,82.10514018691589,42.0,128.0,55.0,55.0,55.0,75.75,57.0,105.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,6167.0,10000,1.19685,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,39.0,2409,2017,392,,,,,,2800,,,,,,,,,,,
2023-01-13,84.9392789373814,56.0,142.0,66.0,66.0,66.0,76.73333333333333,61.0,106.0,,,,00:33:00.000000,00:33:00.000000,00:00:00.000000,00:21:25,7480.0,10000,7.6624,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,55.0,2385,2017,368,,,,,,2800,,,,,,,,,,,
2023-01-14,99.89838337182448,59.0,148.0,72.0,72.0,72.0,96.22222222222223,78.0,128.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,5822.0,10000,6.01706,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,78.0,2494,1708,786,,,,,,2800,,,,,,,,,,,
2023-01-15,95.32478632478633,57.0,163.0,64.0,64.0,64.0,89.22222222222223,80.0,100.0,,,,00:11:00.000000,00:11:00.000000,00:00:00.000000,00:21:25,4824.0,10000,4.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,54.0,2412,2017,395,,,,,,2800,,,,,,,,,,,
2023-01-16,90.19607843137256,58.0,143.0,68.0,68.0,68.0,85.33333333333333,63.0,105.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,10798.0,10000,5.76017,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,50.0,2898,2017,881,,,,,,2800,,,,,,,,,,,
2023-01-17,86.59761904761905,57.0,124.0,63.0,63.0,63.0,76.46666666666667,63.0,118.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,6917.0,10000,2.28051,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,59.0,2636,2017,619,,,,,,2800,,,,,,,,,,,
2023-01-18,88.91782407407408,59.0,144.0,68.0,68.0,68.0,87.81818181818181,64.0,135.0,,,,00:13:00.000000,00:11:00.000000,00:01:00.000000,00:21:25,9919.0,10000,10.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,61.0,2806,2017,789,,,,,,2800,,,,,,,,,,,
2023-01-19,85.62203791469194,57.0,132.0,66.0,66.0,66.0,78.5,64.0,106.0,,,,00:13:00.000000,00:13:00.000000,00:00:00.000000,00:21:25,9906.0,10000,7.26903,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,52.0,2544,2017,527,,,,,,2800,,,,,,,,,,,
2023-01-20,88.99391480730223,57.0,142.0,71.0,71.0,71.0,83.6,70.0,120.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,8044.0,10000,8.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,46.0,1898,1385,513,,,,,,2800,,,,,,,,,,,
2023-01-21,70.5343811394892,49.0,131.0,55.0,55.0,55.0,65.58333333333333,53.0,86.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,1360.0,10000,6.78871,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,16.0,2125,2017,108,,,,,,2800,,,,,,,,,,,
2023-01-22,81.59761549925484,46.0,141.0,58.0,58.0,58.0,76.875,54.0,114.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,4044.0,10000,14.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,53.0,2420,2017,403,,,,,,2800,,,,,,,,,,,
2023-01-23,84.27120669056153,51.0,143.0,62.0,62.0,62.0,77.56666666666666,59.0,117.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,9575.0,10000,8.56857,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,53.0,2659,2017,642,,,,,,2800,,,,,,,,,,,
2023-01-24,81.86335403726709,55.0,144.0,65.0,65.0,65.0,74.62962962962963,61.0,131.0,,,,00:11:00.000000,00:11:00.000000,00:00:00.000000,00:21:25,8102.0,10000,15.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,55.0,2484,2017,467,,,,,,2800,,,,,,,,,,,
2023-01-25,90.81575246132208,55.0,150.0,70.0,70.0,70.0,83.38461538461539,71.0,109.0,,,,00:25:00.000000,00:11:00.000000,00:07:00.000000,00:21:25,11017.0,10000,16.65617,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,66.0,2733,2017,716,,,,,,2800,,,,,,,,,,,
2023-01-26,91.065,59.0,149.0,69.0,69.0,69.0,81.21428571428571,70.0,110.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,10888.0,10000,8.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,69.0,2726,2017,709,,,,,,2800,,,,,,,,,,,
2023-01-27,89.95677799607073,63.0,141.0,68.0,68.0,68.0,91.15384615384616,77.0,119.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,5660.0,10000,11.66535,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,61.0,2500,2017,483,,,,,,2800,,,,,,,,,,,
2023-01-28,94.70547945205479,55.0,156.0,75.0,75.0,75.0,88.38636363636364,63.0,144.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,7330.0,10000,13.60531,10.0,04:34:00.000000,04:34:00.000000,04:34:00.000000,00:30:00.000000,00:30:00.000000,00:30:00.000000,62.0,3590,2017,1573,,,,,,2800,,,,,,,,,,,
2023-01-29,85.12989045383412,53.0,142.0,60.0,60.0,60.0,86.4375,61.0,121.0,,,,00:32:00.000000,00:32:00.000000,00:00:00.000000,00:21:25,3478.0,10000,8.23556,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,45.0,2478,2017,461,,,,,,2800,,,,,,,,,,,
2023-01-30,92.2639534883721,54.0,157.0,60.0,60.0,60.0,89.6842105263158,71.0,118.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,11467.0,10000,7.21325,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,62.0,3031,2017,1014,,,,,,2800,,,,,,,,,,,
2023-01-31,89.89281210592686,55.0,139.0,71.0,71.0,71.0,77.3,62.0,106.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,7870.0,10000,7.08268,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,59.0,2725,2017,708,,,,,,2800,,,,,,,,,,,
2023-02-01,88.08307692307692,58.0,128.0,77.0,77.0,77.0,81.33333333333333,59.0,104.0,,,,00:12:00.000000,00:12:00.000000,00:00:00.000000,00:21:25,4859.0,10000,1.10335,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,59.0,2052,1641,411,,,,,,2800,,,,,,,,,,,
2023-02-02,,,,,,,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,0.0,10000,0.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,-1.0,2017,2017,0,,,,,,2800,,,,,,,,,,,
2023-02-03,86.69392812887237,55.0,141.0,68.0,68.0,68.0,76.0,59.0,110.0,,,,01:07:00.000000,01:07:00.000000,00:00:00.000000,00:21:25,9467.0,10000,6.61352,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,41.0,2743,2017,726,,,,,,2800,,,,,,,,,,,
2023-02-04,82.01149425287356,55.0,135.0,57.0,57.0,57.0,74.2,55.0,102.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,1420.0,10000,0.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,40.0,2126,2017,109,,,,,,2800,,,,,,,,,,,
2023-02-05,92.39929328621908,64.0,149.0,73.0,73.0,73.0,81.25,77.0,86.0,,,,01:37:00.000000,01:37:00.000000,00:00:00.000000,00:21:25,5967.0,10000,3.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,62.0,2678,2017,661,,,,,,2800,,,,,,,,,,,
2023-02-06,91.49719416386083,54.0,148.0,63.0,63.0,63.0,89.44444444444444,70.0,110.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,8591.0,10000,5.69062,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,58.0,2941,2017,924,,,,,,2800,,,,,,,,,,,
2023-02-07,84.2905317769131,59.0,152.0,64.0,64.0,64.0,85.9090909090909,67.0,114.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,5352.0,10000,7.54954,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,42.0,2417,2017,400,,,,,,2800,,,,,,,,,,,
2023-02-08,88.27985524728588,51.0,143.0,70.0,70.0,70.0,84.27777777777777,65.0,121.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,8439.0,10000,7.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,50.0,2773,2017,756,,,,,,2800,,,,,,,,,,,
2023-02-09,85.96707818930041,49.0,136.0,56.0,56.0,56.0,73.8,59.0,86.0,,,,00:10:00.000000,00:10:00.000000,00:00:00.000000,00:21:25,7664.0,10000,6.28445,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,41.0,2349,1767,582,,,,,,2800,,,,,,,,,,,
2023-02-11,83.84437086092716,54.0,143.0,63.0,63.0,63.0,72.71428571428571,63.0,93.0,,,,00:19:00.000000,00:03:00.000000,00:08:00.000000,00:21:25,2323.0,10000,1.22474,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,32.0,2326,2017,309,,,,,,2800,,,,,,,,,,,
2023-02-12,91.99201596806387,58.0,139.0,68.0,68.0,68.0,81.6,61.0,102.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,4898.0,10000,2.25722,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,56.0,2652,2017,635,,,,,,2800,,,,,,,,,,,
2023-02-13,94.38823529411765,60.0,150.0,68.0,68.0,68.0,89.18181818181819,65.0,112.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,10012.0,10000,8.77723,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,62.0,3124,2017,1107,,,,,,2800,,,,,,,,,,,
2023-02-14,89.29086538461539,46.0,146.0,58.0,58.0,58.0,77.85714285714286,61.0,111.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,9833.0,10000,7.16142,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,52.0,2871,2017,854,,,,,,2800,,,,,,,,,,,
2023-02-15,91.41466208476518,54.0,149.0,69.0,69.0,69.0,83.58333333333333,65.0,101.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,10370.0,10000,21.03806,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,62.0,2940,2017,923,,,,,,2800,,,,,,,,,,,
2023-02-16,91.57936507936508,64.0,136.0,69.0,69.0,69.0,99.33333333333333,74.0,112.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,2432.0,10000,4.54101,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,69.0,1353,1134,219,,,,,,2800,,,,,,,,,,,
2023-02-18,101.38132911392405,57.0,151.0,71.0,71.0,71.0,104.0,87.0,122.0,,,,00:24:00.000000,00:24:00.000000,00:00:00.000000,00:21:25,10673.0,10000,12.29232,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,77.0,3312,2017,1295,,,,,,2800,,,,,,,,,,,
2023-02-19,92.41240875912409,43.0,146.0,71.0,71.0,71.0,87.11111111111111,70.0,140.0,,,,00:55:00.000000,00:55:00.000000,00:00:00.000000,00:21:25,9617.0,10000,8.65157,10.0,08:31:00.000000,08:31:00.000000,08:31:00.000000,01:58:00.000000,01:58:00.000000,01:58:00.000000,59.0,3179,2017,1162,,,,,,2800,,,,,,,,,,,
2023-02-20,91.96666666666667,57.0,154.0,68.0,68.0,68.0,82.25,69.0,111.0,,,,00:34:00.000000,00:34:00.000000,00:00:00.000000,00:21:25,8535.0,10000,5.37008,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,55.0,2911,2017,894,,,,,,2800,,,,,,,,,,,
2023-02-21,86.27701863354038,55.0,153.0,71.0,71.0,71.0,89.1,72.0,101.0,,,,00:27:00.000000,00:27:00.000000,00:00:00.000000,00:21:25,8310.0,10000,7.72244,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,43.0,2567,2017,550,,,,,,2800,,,,,,,,,,,
2023-02-22,80.66930693069307,51.0,139.0,64.0,64.0,64.0,79.02777777777777,63.0,102.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,1345.0,10000,0.7208,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,42.0,2181,2017,164,,,,,,2800,,,,,,,,,,,
2023-02-23,79.54347826086956,42.0,144.0,54.0,54.0,54.0,70.26086956521739,52.0,102.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,3679.0,10000,0.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,28.0,2414,2017,397,,,,,,2800,,,,,,,,,,,
2023-02-24,89.36,63.0,122.0,63.0,63.0,63.0,68.0,67.0,69.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,505.0,10000,3.39239,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,43.0,969,938,31,,,,,,2800,,,,,,,,,,,
2023-03-05,83.8543046357616,44.0,129.0,61.0,61.0,61.0,80.5,67.0,94.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,1432.0,10000,0.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,55.0,2238,2017,221,,,,,,2800,,,,,,,,,,,
2023-03-06,92.01186239620404,47.0,143.0,70.0,70.0,70.0,82.9090909090909,47.0,110.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,12875.0,10000,8.56365,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,65.0,3052,2017,1035,,,,,,2800,,,,,,,,,,,
2023-03-07,90.9084249084249,57.0,145.0,60.0,60.0,60.0,84.11111111111111,58.0,129.0,,,,00:12:00.000000,00:10:00.000000,00:01:00.000000,00:21:25,8154.0,10000,6.11319,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,58.0,2911,2017,894,,,,,,2800,,,,,,,,,,,
2023-03-08,91.40620957309184,43.0,145.0,51.0,51.0,51.0,91.57142857142857,77.0,110.0,,,,00:25:00.000000,00:13:00.000000,00:06:00.000000,00:21:25,10526.0,10000,6.25853,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,66.0,2803,2017,786,,,,,,2800,,,,,,,,,,,
2023-03-09,89.5017709563164,44.0,143.0,64.0,64.0,64.0,84.25,70.0,105.0,,,,01:16:00.000000,00:44:00.000000,00:16:00.000000,00:21:25,7367.0,10000,6.34022,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,60.0,2735,2017,718,,,,,,2800,,,,,,,,,,,
2023-03-10,96.16270337922403,63.0,145.0,70.0,70.0,70.0,84.83333333333333,67.0,109.0,,,,01:04:00.000000,00:36:00.000000,00:14:00.000000,00:21:25,10291.0,10000,7.67717,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,72.0,3069,2017,1052,,,,,,2800,,,,,,,,,,,
2023-03-11,82.99122807017544,52.0,144.0,57.0,57.0,57.0,75.6086956521739,59.0,106.0,,,,00:47:00.000000,00:19:00.000000,00:14:00.000000,00:21:25,5747.0,10000,9.57677,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,39.0,2442,2017,425,,,,,,2800,,,,,,,,,,,
2023-03-12,94.67184801381693,59.0,148.0,68.0,68.0,68.0,85.7,64.0,144.0,,,,00:20:00.000000,00:06:00.000000,00:07:00.000000,00:21:25,8640.0,10000,13.44554,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,64.0,2733,2017,716,,,,,,2800,,,,,,,,,,,
2023-03-13,89.73818181818181,54.0,140.0,66.0,66.0,66.0,88.63636363636364,62.0,119.0,,,,00:31:00.000000,00:15:00.000000,00:08:00.000000,00:21:25,5741.0,10000,3.72113,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,59.0,2736,2017,719,,,,,,2800,,,,,,,,,,,
2023-03-14,86.55263157894737,52.0,141.0,67.0,67.0,67.0,75.55555555555556,66.0,112.0,,,,00:20:00.000000,00:06:00.000000,00:07:00.000000,00:21:25,7729.0,10000,4.01575,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,52.0,2641,2017,624,,,,,,2800,,,,,,,,,,,
2023-03-15,93.40395480225989,59.0,167.0,67.0,67.0,67.0,94.0,66.0,116.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,8007.0,10000,6.10925,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,56.0,2894,2017,877,,,,,,2800,,,,,,,,,,,
2023-03-16,89.54919908466819,54.0,142.0,67.0,67.0,67.0,85.81818181818181,66.0,107.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,9255.0,10000,4.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,49.0,2772,2017,755,,,,,,2800,,,,,,,,,,,
2023-03-17,92.25888324873097,58.0,128.0,71.0,71.0,71.0,81.88888888888889,72.0,98.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,12015.0,10000,5.12533,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,52.0,2981,2017,964,,,,,,2800,,,,,,,,,,,
2023-03-18,77.49152542372882,51.0,117.0,59.0,59.0,59.0,64.0,60.0,73.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,574.0,10000,0.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,20.0,2085,2017,68,,,,,,2800,,,,,,,,,,,
2023-03-19,90.03859649122808,60.0,137.0,71.0,71.0,71.0,81.05555555555556,66.0,107.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,5594.0,10000,3.2126,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,50.0,2660,2017,643,,,,,,2800,,,,,,,,,,,
2023-03-20,94.63907734056988,55.0,162.0,68.0,68.0,68.0,100.11111111111111,70.0,118.0,,,,00:22:00.000000,00:06:00.000000,00:08:00.000000,00:21:25,8739.0,10000,2.4498,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,64.0,3046,2017,1029,,,,,,2800,,,,,,,,,,,
2023-03-21,85.92375,43.0,135.0,65.0,65.0,65.0,83.83333333333333,65.0,119.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,5700.0,10000,1.64206,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,48.0,2602,2017,585,,,,,,2800,,,,,,,,,,,
2023-03-22,93.80904522613065,54.0,170.0,60.0,60.0,60.0,94.0909090909091,73.0,119.0,,,,00:29:00.000000,00:13:00.000000,00:08:00.000000,00:21:25,9295.0,10000,4.99967,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,64.0,2980,2017,963,,,,,,2800,,,,,,,,,,,
2023-03-23,90.55725190839695,58.0,146.0,70.0,70.0,70.0,88.85,69.0,116.0,,,,00:15:00.000000,00:11:00.000000,00:02:00.000000,00:21:25,7095.0,10000,1.59022,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,62.0,2792,2017,775,,,,,,2800,,,,,,,,,,,
2023-03-24,94.90092879256966,66.0,161.0,79.0,79.0,79.0,89.5,86.0,93.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,10556.0,10000,6.53675,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,65.0,2497,1629,868,,,,,,2800,,,,,,,,,,,
2023-03-26,,,,,,,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,0.0,10000,0.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,-1.0,2017,2017,0,,,,,,2800,,,,,,,,,,,
2023-03-27,90.65977742448331,50.0,153.0,68.0,68.0,68.0,92.0,70.0,119.0,,,,00:37:00.000000,00:37:00.000000,00:00:00.000000,00:21:25,6583.0,10000,6.37303,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,45.0,2674,2017,657,,,,,,2800,,,,,,,,,,,
2023-03-28,94.54292929292929,59.0,154.0,68.0,68.0,68.0,93.11764705882354,63.0,123.0,,,,01:51:00.000000,01:51:00.000000,00:00:00.000000,00:21:25,11052.0,10000,4.67848,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,62.0,3053,2017,1036,,,,,,2800,,,,,,,,,,,
2023-03-29,98.60812425328554,63.0,153.0,74.0,74.0,74.0,92.53846153846153,71.0,124.0,,,,01:47:00.000000,01:47:00.000000,00:00:00.000000,00:21:25,12772.0,10000,7.26673,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,80.0,3360,2017,1343,,,,,,2800,,,,,,,,,,,
2023-03-30,96.14331550802139,57.0,166.0,68.0,68.0,68.0,94.43181818181819,78.0,127.0,,,,00:25:00.000000,00:25:00.000000,00:00:00.000000,00:21:25,7285.0,10000,5.0,10.0,07:52:00.000000,07:52:00.000000,07:52:00.000000,01:05:00.000000,01:05:00.000000,01:05:00.000000,69.0,3166,2017,1149,,,,,,2800,,,,,,,,,,,
2023-03-31,92.17427884615384,59.0,144.0,70.0,70.0,70.0,96.3125,64.0,137.0,,,,00:56:00.000000,00:56:00.000000,00:00:00.000000,00:21:25,9710.0,10000,6.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,48.0,2959,2017,942,,,,,,2800,,,,,,,,,,,
2023-04-01,88.68944099378882,57.0,169.0,63.0,63.0,63.0,81.46428571428571,58.0,115.0,,,,00:44:00.000000,00:44:00.000000,00:00:00.000000,00:21:25,5554.0,10000,4.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,51.0,2402,2017,385,,,,,,2800,,,,,,,,,,,
2023-04-02,98.7207062600321,59.0,170.0,63.0,63.0,63.0,94.03448275862068,65.0,154.0,,,,00:17:00.000000,00:11:00.000000,00:03:00.000000,00:21:25,8609.0,10000,12.75164,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,65.0,3128,2017,1111,,,,,,2800,,,,,,,,,,,
