day,hr_avg,hr_min,hr_max,rhr_avg,rhr_min,rhr_max,inactive_hr_avg,inactive_hr_min,inactive_hr_max,weight_avg,weight_min,weight_max,intensity_time,moderate_activity_time,vigorous_activity_time,intensity_time_goal,steps,steps_goal,floors,floors_goal,sleep_avg,sleep_min,sleep_max,rem_sleep_avg,rem_sleep_min,rem_sleep_max,stress_avg,calories_avg,calories_bmr_avg,calories_active_avg,calories_goal,calories_consumed_avg,activities,activities_calories,activities_distance,hydration_goal,hydration_avg,hydration_intake,sweat_loss_avg,sweat_loss,spo2_avg,spo2_min,rr_waking_avg,rr_max,rr_min,bb_max,bb_min
2023-10-15,,,,,,,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,,10000,0.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,-1.0,2017,2017,0,,,,,,2800,,,,,,,,,,,
2023-10-16,94.58478605388272,61.0,138.0,76.0,76.0,76.0,105.13333333333334,80.0,126.0,,,,01:34:00.000000,01:34:00.000000,00:00:00.000000,00:21:25,11297.0,10000,5.61909,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,44.0,3026,2017,1009,,,,,,2800,,,,,,,,,,,
2023-10-17,93.20674486803519,52.0,148.0,76.0,76.0,76.0,99.33333333333333,77.0,125.0,,,,01:47:00.000000,01:47:00.000000,00:00:00.000000,00:21:25,10893.0,10000,2.77133,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,53.0,2984,2017,967,,,,,,2800,,,,,,,,,,,
2023-10-18,92.95536959553696,57.0,163.0,75.0,75.0,75.0,90.42105263157895,73.0,139.0,,,,01:58:00.000000,01:58:00.000000,00:00:00.000000,00:21:25,10731.0,10000,4.42848,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,47.0,2922,2017,905,,,,,,2800,,,,,,,,,,,
2023-10-19,89.24613220815752,58.0,145.0,68.0,68.0,68.0,87.88,66.0,138.0,,,,00:53:00.000000,00:53:00.000000,00:00:00.000000,00:21:25,8260.0,10000,7.45276,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,38.0,2743,2017,726,,,,,,2800,,,,,,,,,,,
2023-10-20,87.67235079171742,56.0,144.0,63.0,63.0,63.0,82.34375,61.0,121.0,,,,01:24:00.000000,01:24:00.000000,00:00:00.000000,00:21:25,11893.0,10000,7.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,50.0,2754,2017,737,,,,,,2800,,,,,,,,,,,
2023-10-21,105.05352112676056,62.0,145.0,93.0,93.0,93.0,101.75,75.0,129.0,,,,02:00:00.000000,02:00:00.000000,00:00:00.000000,00:21:25,10271.0,10000,10.58891,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,83.0,2948,2017,931,,,,,,2800,,,,,,,,,,,
2023-10-22,88.0564263322884,58.0,126.0,64.0,64.0,64.0,77.80952380952381,60.0,119.0,,,,00:57:00.000000,00:57:00.000000,00:00:00.000000,00:21:25,5402.0,10000,2.18963,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,38.0,2445,2017,428,,,,,,2800,,,,,,,,,,,
2023-10-23,89.71342685370742,53.0,126.0,74.0,74.0,74.0,,,,,,,00:44:00.000000,00:44:00.000000,00:00:00.000000,00:21:25,7479.0,10000,1.62369,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,58.0,1917,1421,496,,,,,,2800,,,,,,,,,,,
2023-10-24,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,,10000,0.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,1.0,2017,2017,0,,,,,,2800,,,,,,,,,,,
2023-10-25,89.17250673854447,60.0,135.0,74.0,74.0,74.0,91.92307692307692,67.0,120.0,,,,01:31:00.000000,01:31:00.000000,00:00:00.000000,00:21:25,10624.0,10000,5.61844,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,37.0,2790,2017,773,,,,,,2800,,,,,,,,,,,
2023-10-26,89.54931972789116,59.0,128.0,68.0,68.0,68.0,90.66666666666667,73.0,114.0,,,,01:12:00.000000,01:12:00.000000,00:00:00.000000,00:21:25,8820.0,10000,3.0397,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,50.0,2662,2017,645,,,,,,2800,,,,,,,,,,,
2023-10-27,89.87329192546584,55.0,139.0,61.0,61.0,61.0,79.5,57.0,115.0,,,,01:00:00.000000,01:00:00.000000,00:00:00.000000,00:21:25,7973.0,10000,6.25755,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,57.0,2799,2017,782,,,,,,2800,,,,,,,,,,,
2023-10-28,90.63975155279503,57.0,127.0,70.0,70.0,70.0,96.5,87.0,108.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,1682.0,10000,1.75853,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,62.0,2185,2017,168,,,,,,2800,,,,,,,,,,,
2023-10-29,86.83046683046683,50.0,140.0,70.0,70.0,70.0,89.0,76.0,101.0,,,,01:11:00.000000,01:11:00.000000,00:00:00.000000,00:21:25,5707.0,10000,1.26247,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,54.0,2340,2017,323,,,,,,2800,,,,,,,,,,,
2023-10-30,90.66988727858293,53.0,154.0,63.0,63.0,63.0,91.4,76.0,121.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,7682.0,10000,2.06266,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,52.0,2726,2017,709,,,,,,2800,,,,,,,,,,,
2023-10-31,109.27906976744185,73.0,146.0,73.0,73.0,73.0,100.0,73.0,111.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,1160.0,10000,0.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,29.0,2168,2017,151,,,,,,2800,,,,,,,,,,,
2023-11-01,93.43247588424437,62.0,134.0,72.0,72.0,72.0,97.3,82.0,118.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,11949.0,10000,5.68012,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,51.0,2857,2017,840,,,,,,2800,,,,,,,,,,,
2023-11-02,87.5863453815261,56.0,149.0,61.0,61.0,61.0,79.63157894736842,57.0,114.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,11512.0,10000,13.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,33.0,2671,2017,654,,,,,,2800,,,,,,,,,,,
2023-11-03,87.46089049338147,48.0,149.0,59.0,59.0,59.0,76.25,59.0,94.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,9740.0,10000,11.04856,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,54.0,2772,2017,755,,,,,,2800,,,,,,,,,,,
2023-11-04,105.95247933884298,69.0,149.0,72.0,72.0,72.0,108.71428571428571,97.0,116.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,10751.0,10000,3.14206,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,88.0,3256,2017,1239,,,,,,2800,,,,,,,,,,,
2023-11-05,88.034,64.0,144.0,74.0,74.0,74.0,82.53947368421052,64.0,116.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,4002.0,10000,3.68635,10.0,06:26:00.000000,06:26:00.000000,06:26:00.000000,00:41:00.000000,00:41:00.000000,00:41:00.000000,62.0,2638,2017,621,,,,,,2800,,,,,,,,,,,
2023-11-06,91.0513784461153,53.0,152.0,60.0,60.0,60.0,83.76470588235294,64.0,122.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,11076.0,10000,19.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,44.0,3076,2017,1059,,,,,,2800,,,,,,,,,,,
2023-11-07,89.0,59.0,148.0,65.0,65.0,65.0,89.0,69.0,129.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,13030.0,10000,15.34744,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,59.0,2802,2017,785,,,,,,2800,,,,,,,,,,,
2023-11-08,88.24610051993068,55.0,145.0,66.0,66.0,66.0,85.3,65.0,108.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,7035.0,10000,9.69357,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,58.0,2543,2017,526,,,,,,2800,,,,,,,,,,,
2023-11-09,96.10570469798658,58.0,165.0,71.0,71.0,71.0,106.0,88.0,124.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,8850.0,10000,17.09022,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,71.0,2935,2017,918,,,,,,2800,,,,,,,,,,,
2023-11-10,94.65928449744463,59.0,147.0,71.0,71.0,71.0,99.88888888888889,71.0,119.0,,,,00:24:00.000000,00:24:00.000000,00:00:00.000000,00:21:25,8374.0,10000,10.51509,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,69.0,2709,2017,692,,,,,,2800,,,,,,,,,,,
2023-11-11,88.51192660550458,56.0,126.0,66.0,66.0,66.0,77.66666666666667,59.0,103.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,8237.0,10000,1.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,42.0,2567,2017,550,,,,,,2800,,,,,,,,,,,
2023-11-12,85.60959792477303,52.0,123.0,57.0,57.0,57.0,75.58333333333333,55.0,102.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,8158.0,10000,1.05052,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,50.0,2667,2017,650,,,,,,2800,,,,,,,,,,,
2023-11-13,90.37897310513448,54.0,146.0,66.0,66.0,66.0,93.7,79.0,129.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,12042.0,10000,11.22211,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,67.0,2867,2017,850,,,,,,2800,,,,,,,,,,,
2023-11-14,92.96530359355638,57.0,153.0,70.0,70.0,70.0,105.21428571428571,77.0,127.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,14745.0,10000,11.32612,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,61.0,3087,2017,1070,,,,,,2800,,,,,,,,,,,
2023-11-15,97.3932584269663,54.0,153.0,78.0,78.0,78.0,102.5,66.0,127.0,,,,00:37:00.000000,00:37:00.000000,00:00:00.000000,00:21:25,13251.0,10000,14.53248,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,67.0,3134,2017,1117,,,,,,2800,,,,,,,,,,,
2023-11-16,92.82125,50.0,150.0,68.0,68.0,68.0,95.0,71.0,116.0,,,,01:12:00.000000,01:12:00.000000,00:00:00.000000,00:21:25,14755.0,10000,17.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,59.0,3108,2017,1091,,,,,,2800,,,,,,,,,,,
2023-11-17,96.74131274131274,64.0,134.0,71.0,71.0,71.0,85.63157894736842,68.0,126.0,,,,00:25:00.000000,00:25:00.000000,00:00:00.000000,00:21:25,4676.0,10000,1.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,67.0,2866,2017,849,,,,,,2800,,,,,,,,,,,
2023-11-18,89.70201096892139,60.0,134.0,67.0,67.0,67.0,85.25882352941177,62.0,123.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,8570.0,10000,2.55971,10.0,05:10:00.000000,05:10:00.000000,05:10:00.000000,00:32:00.000000,00:32:00.000000,00:32:00.000000,54.0,3062,2017,1045,,,,,,2800,,,,,,,,,,,
2023-11-19,91.42261904761905,58.0,142.0,68.0,68.0,68.0,85.97297297297297,65.0,122.0,,,,02:18:00.000000,02:18:00.000000,00:00:00.000000,00:21:25,14825.0,10000,61.59843,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,47.0,2897,2017,880,,,,,,2800,,,,,,,,,,,
2023-11-20,86.85714285714286,50.0,124.0,64.0,64.0,64.0,81.2,74.0,89.0,,,,00:15:00.000000,00:15:00.000000,00:00:00.000000,00:21:25,2083.0,10000,0.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,52.0,2224,2017,207,,,,,,2800,,,,,,,,,,,
2023-11-21,91.15897435897436,60.0,147.0,75.0,75.0,75.0,88.83333333333333,75.0,109.0,,,,00:56:00.000000,00:56:00.000000,00:00:00.000000,00:21:25,8758.0,10000,13.20013,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,53.0,2626,2017,609,,,,,,2800,,,,,,,,,,,
2023-11-22,90.57544378698225,57.0,151.0,66.0,66.0,66.0,92.1,74.0,137.0,,,,00:31:00.000000,00:31:00.000000,00:00:00.000000,00:21:25,9988.0,10000,11.76444,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,43.0,2821,2017,804,,,,,,2800,,,,,,,,,,,
2023-11-23,91.05479452054794,63.0,142.0,72.0,72.0,72.0,90.5625,63.0,137.0,,,,01:19:00.000000,01:19:00.000000,00:00:00.000000,00:21:25,10278.0,10000,6.57677,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,47.0,2727,2017,710,,,,,,2800,,,,,,,,,,,
2023-11-24,95.09643328929987,58.0,150.0,63.0,63.0,63.0,96.33333333333333,71.0,124.0,,,,01:38:00.000000,01:38:00.000000,00:00:00.000000,00:21:25,11783.0,10000,13.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,55.0,3102,2017,1085,,,,,,2800,,,,,,,,,,,
2023-11-25,89.43468950749465,46.0,144.0,62.0,62.0,62.0,89.16666666666667,62.0,107.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,7625.0,10000,4.34449,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,51.0,2530,2017,513,,,,,,2800,,,,,,,,,,,
2023-11-26,87.35684647302905,41.0,135.0,59.0,59.0,59.0,85.72413793103448,69.0,120.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,5334.0,10000,3.07546,10.0,05:46:00.000000,05:46:00.000000,05:46:00.000000,00:39:00.000000,00:39:00.000000,00:39:00.000000,64.0,2674,2017,657,,,,,,2800,,,,,,,,,,,
2023-11-27,94.99460188933872,57.0,157.0,65.0,65.0,65.0,92.79166666666667,63.0,120.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,11639.0,10000,18.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,61.0,3121,2017,1104,,,,,,2800,,,,,,,,,,,
2023-11-28,88.81869158878504,57.0,137.0,70.0,70.0,70.0,89.125,71.0,121.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,6508.0,10000,9.18209,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,66.0,2426,2017,409,,,,,,2800,,,,,,,,,,,
2023-11-29,88.38504155124653,54.0,148.0,63.0,63.0,63.0,86.33333333333333,82.0,94.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,5621.0,10000,6.65945,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,65.0,1429,1170,259,,,,,,2800,,,,,,,,,,,
2023-11-30,,,,,,,,,,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,,10000,0.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,-1.0,2017,2017,0,,,,,,2800,,,,,,,,,,,
2023-12-01,99.87264673311185,58.0,159.0,72.0,72.0,72.0,98.33333333333333,79.0,114.0,,,,00:28:00.000000,00:16:00.000000,00:06:00.000000,00:21:25,19301.0,10000,15.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,74.0,3744,2017,1727,,,,,,2800,,,,,,,,,,,
2023-12-02,103.21039182282794,71.0,144.0,82.0,82.0,82.0,86.12903225806451,75.0,103.0,,,,03:13:00.000000,03:13:00.000000,00:00:00.000000,00:21:25,22842.0,10000,7.56266,10.0,06:31:00.000000,06:31:00.000000,06:31:00.000000,00:31:00.000000,00:31:00.000000,00:31:00.000000,80.0,4392,2017,2375,,,,,,2800,,,,,,,,,,,
2023-12-03,100.87096774193549,55.0,154.0,62.0,62.0,62.0,99.5,66.0,118.0,,,,01:36:00.000000,01:36:00.000000,00:00:00.000000,00:21:25,11898.0,10000,17.64337,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,74.0,3212,2017,1195,,,,,,2800,,,,,,,,,,,
2023-12-04,93.2218045112782,67.0,136.0,78.0,78.0,78.0,91.18181818181819,79.0,106.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,6283.0,10000,11.3002,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,61.0,2559,2017,542,,,,,,2800,,,,,,,,,,,
2023-12-05,83.97941176470589,52.0,122.0,65.0,65.0,65.0,82.25,60.0,109.0,,,,00:18:00.000000,00:18:00.000000,00:00:00.000000,00:21:25,2859.0,10000,0.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,35.0,2267,2017,250,,,,,,2800,,,,,,,,,,,
2023-12-06,91.23237597911228,58.0,144.0,69.0,69.0,69.0,88.6875,63.0,141.0,,,,00:34:00.000000,00:34:00.000000,00:00:00.000000,00:21:25,11048.0,10000,17.55807,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,52.0,2851,2017,834,,,,,,2800,,,,,,,,,,,
2023-12-07,91.86936936936937,55.0,142.0,70.0,70.0,70.0,106.6,89.0,118.0,,,,00:13:00.000000,00:13:00.000000,00:00:00.000000,00:21:25,5286.0,10000,7.46161,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,55.0,2428,2017,411,,,,,,2800,,,,,,,,,,,
2023-12-08,98.33707865168539,72.0,151.0,78.0,78.0,78.0,98.5,75.0,130.0,,,,01:00:00.000000,00:34:00.000000,00:13:00.000000,00:21:25,7921.0,10000,10.60072,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,68.0,1836,1102,734,,,,,,2800,,,,,,,,,,,
2023-12-11,86.32423208191126,60.0,119.0,71.0,71.0,71.0,87.38461538461539,72.0,112.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,1661.0,10000,0.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,41.0,2183,2017,166,,,,,,2800,,,,,,,,,,,
2023-12-12,87.82651072124756,67.0,126.0,76.0,76.0,76.0,81.14285714285714,71.0,100.0,,,,00:15:00.000000,00:15:00.000000,00:00:00.000000,00:21:25,3448.0,10000,0.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,39.0,2386,2017,369,,,,,,2800,,,,,,,,,,,
2023-12-13,79.12950600801068,53.0,120.0,63.0,63.0,63.0,70.0909090909091,59.0,104.0,,,,00:36:00.000000,00:36:00.000000,00:00:00.000000,00:21:25,3516.0,10000,1.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,23.0,2254,2017,237,,,,,,2800,,,,,,,,,,,
2023-12-14,92.49196141479099,68.0,147.0,80.0,80.0,80.0,86.4,73.0,124.0,,,,01:27:00.000000,01:27:00.000000,00:00:00.000000,00:21:25,10682.0,10000,15.30315,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,69.0,2660,2017,643,,,,,,2800,,,,,,,,,,,
2023-12-15,92.26929392446634,57.0,146.0,60.0,60.0,60.0,93.1,71.0,110.0,,,,00:42:00.000000,00:42:00.000000,00:00:00.000000,00:21:25,10058.0,10000,10.6122,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,55.0,2761,2017,744,,,,,,2800,,,,,,,,,,,
2023-12-16,97.98220640569394,59.0,157.0,64.0,64.0,64.0,84.72727272727273,67.0,130.0,,,,01:12:00.000000,01:12:00.000000,00:00:00.000000,00:21:25,6374.0,10000,3.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,67.0,3048,2017,1031,,,,,,2800,,,,,,,,,,,
2023-12-17,99.68523676880223,66.0,154.0,74.0,74.0,74.0,98.95833333333333,76.0,137.0,,,,02:10:00.000000,02:10:00.000000,00:00:00.000000,00:21:25,9158.0,10000,8.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,69.0,2696,2017,679,,,,,,2800,,,,,,,,,,,
2023-12-18,93.77777777777777,58.0,139.0,63.0,63.0,63.0,89.16666666666667,64.0,115.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,2028.0,10000,4.2769,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,36.0,2324,2017,307,,,,,,2800,,,,,,,,,,,
2023-12-19,89.41149773071105,56.0,146.0,67.0,67.0,67.0,81.9047619047619,64.0,124.0,,,,00:12:00.000000,00:12:00.000000,00:00:00.000000,00:21:25,9325.0,10000,14.22867,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,50.0,2615,2017,598,,,,,,2800,,,,,,,,,,,
2023-12-20,90.2474964234621,49.0,138.0,68.0,68.0,68.0,98.0,80.0,127.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,10996.0,10000,13.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,53.0,2728,2017,711,,,,,,2800,,,,,,,,,,,
2023-12-21,90.76141384388806,60.0,148.0,66.0,66.0,66.0,84.11111111111111,65.0,127.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,11138.0,10000,15.52526,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,55.0,2808,2017,791,,,,,,2800,,,,,,,,,,,
2023-12-22,94.794500723589,50.0,141.0,73.0,73.0,73.0,98.16666666666667,75.0,118.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,10099.0,10000,12.06463,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,65.0,3070,2017,1053,,,,,,2800,,,,,,,,,,,
2023-12-23,92.30855397148676,68.0,148.0,76.0,76.0,76.0,88.17543859649123,73.0,116.0,,,,01:24:00.000000,01:24:00.000000,00:00:00.000000,00:21:25,10064.0,10000,3.51017,10.0,07:53:00.000000,07:53:00.000000,07:53:00.000000,01:38:00.000000,01:38:00.000000,01:38:00.000000,57.0,2983,2017,966,,,,,,2800,,,,,,,,,,,
2023-12-24,82.48198198198199,58.0,126.0,67.0,67.0,67.0,79.43589743589743,64.0,119.0,,,,00:14:00.000000,00:14:00.000000,00:00:00.000000,00:21:25,2308.0,10000,0.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,33.0,2249,2017,232,,,,,,2800,,,,,,,,,,,
2023-12-25,86.87037037037037,63.0,114.0,67.0,67.0,67.0,80.5,64.0,96.0,,,,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:21:25,1211.0,10000,0.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,49.0,1912,1834,78,,,,,,2800,,,,,,,,,,,
2024-01-07,88.875,56.0,130.0,74.0,74.0,74.0,85.14285714285714,70.0,96.0,,,,00:15:00.000000,00:15:00.000000,00:00:00.000000,00:21:25,971.0,10000,1.0,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,47.0,2110,2011,99,,,,,,2800,,,,,,,,,,,
2024-01-08,92.82380952380953,55.0,148.0,66.0,66.0,66.0,87.69047619047619,57.0,109.0,,,,01:01:00.000000,01:01:00.000000,00:00:00.000000,00:21:25,9309.0,10000,12.71719,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,57.0,3046,2011,1035,,,,,,2800,,,,,,,,,,,
2024-01-09,89.01721439749609,45.0,150.0,53.0,53.0,53.0,86.6,56.0,116.0,,,,00:48:00.000000,00:48:00.000000,00:00:00.000000,00:21:25,10447.0,10000,11.72703,10.0,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,00:00:00.000000,64.0,2717,2011,706,,,,,,2800,,,,,,,,,,,
